"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Suriname","2011","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2013","9703","36"
"Suriname","2011","Total","January","Data tabulated by year of occurrence","Final figure, complete","2013","770","36"
"Suriname","2011","Total","February","Data tabulated by year of occurrence","Final figure, complete","2013","686","36"
"Suriname","2011","Total","March","Data tabulated by year of occurrence","Final figure, complete","2013","766","36"
"Suriname","2011","Total","April","Data tabulated by year of occurrence","Final figure, complete","2013","714","36"
"Suriname","2011","Total","May","Data tabulated by year of occurrence","Final figure, complete","2013","749","36"
"Suriname","2011","Total","June","Data tabulated by year of occurrence","Final figure, complete","2013","788","36"
"Suriname","2011","Total","July","Data tabulated by year of occurrence","Final figure, complete","2013","724","36"
"Suriname","2011","Total","August","Data tabulated by year of occurrence","Final figure, complete","2013","816","36"
"Suriname","2011","Total","September","Data tabulated by year of occurrence","Final figure, complete","2013","920","36"
"Suriname","2011","Total","October","Data tabulated by year of occurrence","Final figure, complete","2013","984","36"
"Suriname","2011","Total","November","Data tabulated by year of occurrence","Final figure, complete","2013","948","36"
"Suriname","2011","Total","December","Data tabulated by year of occurrence","Final figure, complete","2013","838","36"
"Suriname","2010","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2013","9712","36"
"Suriname","2010","Total","January","Data tabulated by year of occurrence","Final figure, complete","2013","830","36"
"Suriname","2010","Total","February","Data tabulated by year of occurrence","Final figure, complete","2013","705","36"
"Suriname","2010","Total","March","Data tabulated by year of occurrence","Final figure, complete","2013","818","36"
"Suriname","2010","Total","April","Data tabulated by year of occurrence","Final figure, complete","2013","715","36"
"Suriname","2010","Total","May","Data tabulated by year of occurrence","Final figure, complete","2013","681","36"
"Suriname","2010","Total","June","Data tabulated by year of occurrence","Final figure, complete","2013","720","36"
"Suriname","2010","Total","July","Data tabulated by year of occurrence","Final figure, complete","2013","782","36"
"Suriname","2010","Total","August","Data tabulated by year of occurrence","Final figure, complete","2013","861","36"
"Suriname","2010","Total","September","Data tabulated by year of occurrence","Final figure, complete","2013","961","36"
"Suriname","2010","Total","October","Data tabulated by year of occurrence","Final figure, complete","2013","921","36"
"Suriname","2010","Total","November","Data tabulated by year of occurrence","Final figure, complete","2013","901","36"
"Suriname","2010","Total","December","Data tabulated by year of occurrence","Final figure, complete","2013","817","36"
"Sweden","2019","Total","January","Data tabulated by year of occurrence","Provisional figure","2019","9603",""
"Sweden","2019","Total","February","Data tabulated by year of occurrence","Provisional figure","2019","8806",""
"Sweden","2019","Total","March","Data tabulated by year of occurrence","Provisional figure","2019","9799",""
"Sweden","2019","Total","April","Data tabulated by year of occurrence","Provisional figure","2019","10059",""
"Sweden","2019","Total","May","Data tabulated by year of occurrence","Provisional figure","2019","10272",""
"Sweden","2019","Total","July","Data tabulated by year of occurrence","Provisional figure","2019","10468",""
"Sweden","2019","Total","August","Data tabulated by year of occurrence","Provisional figure","2019","10233",""
"Sweden","2019","Total","September","Data tabulated by year of occurrence","Provisional figure","2019","9332",""
"Sweden","2019","Total","October","Data tabulated by year of occurrence","Provisional figure","2019","9345",""
"Sweden","2019","Total","November","Data tabulated by year of occurrence","Provisional figure","2019","8421",""
"Sweden","2018","Total","Total","Data tabulated by year of occurrence","Provisional figure","2019","115832",""
"Sweden","2018","Total","January","Data tabulated by year of occurrence","Provisional figure","2019","9378",""
"Sweden","2018","Total","February","Data tabulated by year of occurrence","Provisional figure","2019","8722",""
"Sweden","2018","Total","March","Data tabulated by year of occurrence","Provisional figure","2019","10077",""
"Sweden","2018","Total","April","Data tabulated by year of occurrence","Provisional figure","2019","10227",""
"Sweden","2018","Total","May","Data tabulated by year of occurrence","Provisional figure","2019","10498",""
"Sweden","2018","Total","June","Data tabulated by year of occurrence","Provisional figure","2019","10154",""
"Sweden","2018","Total","July","Data tabulated by year of occurrence","Provisional figure","2019","10431",""
"Sweden","2018","Total","August","Data tabulated by year of occurrence","Provisional figure","2019","10418",""
"Sweden","2018","Total","September","Data tabulated by year of occurrence","Provisional figure","2019","9624",""
"Sweden","2018","Total","October","Data tabulated by year of occurrence","Provisional figure","2019","9401",""
"Sweden","2018","Total","November","Data tabulated by year of occurrence","Provisional figure","2019","8549",""
"Sweden","2018","Total","December","Data tabulated by year of occurrence","Provisional figure","2019","8353",""
"Sweden","2017","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2019","115416",""
"Sweden","2017","Total","January","Data tabulated by year of occurrence","Final figure, complete","2019","9491",""
"Sweden","2017","Total","February","Data tabulated by year of occurrence","Final figure, complete","2019","9110",""
"Sweden","2017","Total","March","Data tabulated by year of occurrence","Final figure, complete","2019","9997",""
"Sweden","2017","Total","April","Data tabulated by year of occurrence","Final figure, complete","2019","9945",""
"Sweden","2017","Total","May","Data tabulated by year of occurrence","Final figure, complete","2019","10571",""
"Sweden","2017","Total","June","Data tabulated by year of occurrence","Final figure, complete","2019","9895",""
"Sweden","2017","Total","July","Data tabulated by year of occurrence","Final figure, complete","2019","10503",""
"Sweden","2017","Total","August","Data tabulated by year of occurrence","Final figure, complete","2019","10147",""
"Sweden","2017","Total","September","Data tabulated by year of occurrence","Final figure, complete","2019","9555",""
"Sweden","2017","Total","October","Data tabulated by year of occurrence","Final figure, complete","2019","9381",""
"Sweden","2017","Total","November","Data tabulated by year of occurrence","Final figure, complete","2019","8580",""
"Sweden","2017","Total","December","Data tabulated by year of occurrence","Final figure, complete","2019","8241",""
"Sweden","2016","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2018","117425",""
"Sweden","2016","Total","January","Data tabulated by year of occurrence","Final figure, complete","2018","9677",""
"Sweden","2016","Total","February","Data tabulated by year of occurrence","Final figure, complete","2018","9349",""
"Sweden","2016","Total","March","Data tabulated by year of occurrence","Final figure, complete","2018","10246",""
"Sweden","2016","Total","April","Data tabulated by year of occurrence","Final figure, complete","2018","10130",""
"Sweden","2016","Total","May","Data tabulated by year of occurrence","Final figure, complete","2018","10758",""
"Sweden","2016","Total","June","Data tabulated by year of occurrence","Final figure, complete","2018","10262",""
"Sweden","2016","Total","July","Data tabulated by year of occurrence","Final figure, complete","2018","10455",""
"Sweden","2016","Total","August","Data tabulated by year of occurrence","Final figure, complete","2018","10121",""
"Sweden","2016","Total","September","Data tabulated by year of occurrence","Final figure, complete","2018","10020",""
"Sweden","2016","Total","October","Data tabulated by year of occurrence","Final figure, complete","2018","9365",""
"Sweden","2016","Total","November","Data tabulated by year of occurrence","Final figure, complete","2018","8537",""
"Sweden","2016","Total","December","Data tabulated by year of occurrence","Final figure, complete","2018","8505",""
"Sweden","2015","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2017","114870",""
"Sweden","2015","Total","January","Data tabulated by year of occurrence","Final figure, complete","2017","9460",""
"Sweden","2015","Total","February","Data tabulated by year of occurrence","Final figure, complete","2017","8776",""
"Sweden","2015","Total","March","Data tabulated by year of occurrence","Final figure, complete","2017","9501",""
"Sweden","2015","Total","April","Data tabulated by year of occurrence","Final figure, complete","2017","9982",""
"Sweden","2015","Total","May","Data tabulated by year of occurrence","Final figure, complete","2017","10224",""
"Sweden","2015","Total","June","Data tabulated by year of occurrence","Final figure, complete","2017","9981",""
"Sweden","2015","Total","July","Data tabulated by year of occurrence","Final figure, complete","2017","10455",""
"Sweden","2015","Total","August","Data tabulated by year of occurrence","Final figure, complete","2017","9964",""
"Sweden","2015","Total","September","Data tabulated by year of occurrence","Final figure, complete","2017","9938",""
"Sweden","2015","Total","October","Data tabulated by year of occurrence","Final figure, complete","2017","9614",""
"Sweden","2015","Total","November","Data tabulated by year of occurrence","Final figure, complete","2017","8563",""
"Sweden","2015","Total","December","Data tabulated by year of occurrence","Final figure, complete","2017","8412",""
"Sweden","2014","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2016","114907",""
"Sweden","2014","Total","January","Data tabulated by year of occurrence","Final figure, complete","2016","9122",""
"Sweden","2014","Total","February","Data tabulated by year of occurrence","Final figure, complete","2016","8804",""
"Sweden","2014","Total","March","Data tabulated by year of occurrence","Final figure, complete","2016","10034",""
"Sweden","2014","Total","April","Data tabulated by year of occurrence","Final figure, complete","2016","10277",""
"Sweden","2014","Total","May","Data tabulated by year of occurrence","Final figure, complete","2016","10319",""
"Sweden","2014","Total","June","Data tabulated by year of occurrence","Final figure, complete","2016","10180",""
"Sweden","2014","Total","July","Data tabulated by year of occurrence","Final figure, complete","2016","10560",""
"Sweden","2014","Total","August","Data tabulated by year of occurrence","Final figure, complete","2016","10095",""
"Sweden","2014","Total","September","Data tabulated by year of occurrence","Final figure, complete","2016","9641",""
"Sweden","2014","Total","October","Data tabulated by year of occurrence","Final figure, complete","2016","9304",""
"Sweden","2014","Total","November","Data tabulated by year of occurrence","Final figure, complete","2016","8403",""
"Sweden","2014","Total","December","Data tabulated by year of occurrence","Final figure, complete","2016","8168",""
"Sweden","2013","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2015","113593",""
"Sweden","2013","Total","January","Data tabulated by year of occurrence","Final figure, complete","2015","9500",""
"Sweden","2013","Total","February","Data tabulated by year of occurrence","Final figure, complete","2015","8717",""
"Sweden","2013","Total","March","Data tabulated by year of occurrence","Final figure, complete","2015","9916",""
"Sweden","2013","Total","April","Data tabulated by year of occurrence","Final figure, complete","2015","10034",""
"Sweden","2013","Total","May","Data tabulated by year of occurrence","Final figure, complete","2015","10230",""
"Sweden","2013","Total","June","Data tabulated by year of occurrence","Final figure, complete","2015","9716",""
"Sweden","2013","Total","July","Data tabulated by year of occurrence","Final figure, complete","2015","10506",""
"Sweden","2013","Total","August","Data tabulated by year of occurrence","Final figure, complete","2015","10199",""
"Sweden","2013","Total","September","Data tabulated by year of occurrence","Final figure, complete","2015","9426",""
"Sweden","2013","Total","October","Data tabulated by year of occurrence","Final figure, complete","2015","9081",""
"Sweden","2013","Total","November","Data tabulated by year of occurrence","Final figure, complete","2015","8167",""
"Sweden","2013","Total","December","Data tabulated by year of occurrence","Final figure, complete","2015","8101",""
"Sweden","2012","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2013","113177",""
"Sweden","2012","Total","January","Data tabulated by year of occurrence","Final figure, complete","2013","9153",""
"Sweden","2012","Total","February","Data tabulated by year of occurrence","Final figure, complete","2013","9282",""
"Sweden","2012","Total","March","Data tabulated by year of occurrence","Final figure, complete","2013","9629",""
"Sweden","2012","Total","April","Data tabulated by year of occurrence","Final figure, complete","2013","9688",""
"Sweden","2012","Total","May","Data tabulated by year of occurrence","Final figure, complete","2013","10049",""
"Sweden","2012","Total","June","Data tabulated by year of occurrence","Final figure, complete","2013","9800",""
"Sweden","2012","Total","July","Data tabulated by year of occurrence","Final figure, complete","2013","10274",""
"Sweden","2012","Total","August","Data tabulated by year of occurrence","Final figure, complete","2013","10224",""
"Sweden","2012","Total","September","Data tabulated by year of occurrence","Final figure, complete","2013","9474",""
"Sweden","2012","Total","October","Data tabulated by year of occurrence","Final figure, complete","2013","9207",""
"Sweden","2012","Total","November","Data tabulated by year of occurrence","Final figure, complete","2013","8268",""
"Sweden","2012","Total","December","Data tabulated by year of occurrence","Final figure, complete","2013","8129",""
"Sweden","2011","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2012","111770",""
"Sweden","2011","Total","January","Data tabulated by year of occurrence","Final figure, complete","2012","9252",""
"Sweden","2011","Total","February","Data tabulated by year of occurrence","Final figure, complete","2012","8517",""
"Sweden","2011","Total","March","Data tabulated by year of occurrence","Final figure, complete","2012","9746",""
"Sweden","2011","Total","April","Data tabulated by year of occurrence","Final figure, complete","2012","9631",""
"Sweden","2011","Total","May","Data tabulated by year of occurrence","Final figure, complete","2012","9957",""
"Sweden","2011","Total","June","Data tabulated by year of occurrence","Final figure, complete","2012","9761",""
"Sweden","2011","Total","July","Data tabulated by year of occurrence","Final figure, complete","2012","10224",""
"Sweden","2011","Total","August","Data tabulated by year of occurrence","Final figure, complete","2012","9978",""
"Sweden","2011","Total","September","Data tabulated by year of occurrence","Final figure, complete","2012","9473",""
"Sweden","2011","Total","October","Data tabulated by year of occurrence","Final figure, complete","2012","8975",""
"Sweden","2011","Total","November","Data tabulated by year of occurrence","Final figure, complete","2012","8258",""
"Sweden","2011","Total","December","Data tabulated by year of occurrence","Final figure, complete","2012","7998",""
"Sweden","2011","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2012","0",""
"Sweden","2010","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2010","115641",""
"Sweden","2010","Total","January","Data tabulated by year of occurrence","Final figure, complete","2010","9765",""
"Sweden","2010","Total","February","Data tabulated by year of occurrence","Final figure, complete","2010","9228",""
"Sweden","2010","Total","March","Data tabulated by year of occurrence","Final figure, complete","2010","10281",""
"Sweden","2010","Total","April","Data tabulated by year of occurrence","Final figure, complete","2010","10023",""
"Sweden","2010","Total","May","Data tabulated by year of occurrence","Final figure, complete","2010","10113",""
"Sweden","2010","Total","June","Data tabulated by year of occurrence","Final figure, complete","2010","10140",""
"Sweden","2010","Total","July","Data tabulated by year of occurrence","Final figure, complete","2010","10301",""
"Sweden","2010","Total","August","Data tabulated by year of occurrence","Final figure, complete","2010","9996",""
"Sweden","2010","Total","September","Data tabulated by year of occurrence","Final figure, complete","2010","9497",""
"Sweden","2010","Total","October","Data tabulated by year of occurrence","Final figure, complete","2010","9423",""
"Sweden","2010","Total","November","Data tabulated by year of occurrence","Final figure, complete","2010","8501",""
"Sweden","2010","Total","December","Data tabulated by year of occurrence","Final figure, complete","2010","8373",""
"Switzerland","2019","Total","January","Data tabulated by year of occurrence","Provisional figure","2019","6778",""
"Switzerland","2019","Total","February","Data tabulated by year of occurrence","Provisional figure","2019","6036",""
"Switzerland","2019","Total","March","Data tabulated by year of occurrence","Provisional figure","2019","6611",""
"Switzerland","2019","Total","April","Data tabulated by year of occurrence","Provisional figure","2019","6714",""
"Switzerland","2019","Total","May","Data tabulated by year of occurrence","Provisional figure","2019","7012",""
"Switzerland","2019","Total","June","Data tabulated by year of occurrence","Provisional figure","2019","6934",""
"Switzerland","2019","Total","July","Data tabulated by year of occurrence","Provisional figure","2019","7517",""
"Switzerland","2019","Total","August","Data tabulated by year of occurrence","Provisional figure","2019","7113",""
"Switzerland","2019","Total","September","Data tabulated by year of occurrence","Provisional figure","2019","7071",""
"Switzerland","2019","Total","October","Data tabulated by year of occurrence","Provisional figure","2019","6825",""
"Switzerland","2018","Total","Total","Data tabulated by year of occurrence","Provisional figure","2019","82807",""
"Switzerland","2018","Total","January","Data tabulated by year of occurrence","Provisional figure","2018","6761",""
"Switzerland","2018","Total","February","Data tabulated by year of occurrence","Provisional figure","2018","6069",""
"Switzerland","2018","Total","March","Data tabulated by year of occurrence","Provisional figure","2018","6719",""
"Switzerland","2018","Total","April","Data tabulated by year of occurrence","Provisional figure","2018","6585",""
"Switzerland","2018","Total","May","Data tabulated by year of occurrence","Provisional figure","2018","7047",""
"Switzerland","2018","Total","June","Data tabulated by year of occurrence","Provisional figure","2018","7075",""
"Switzerland","2018","Total","July","Data tabulated by year of occurrence","Provisional figure","2018","7609",""
"Switzerland","2018","Total","August","Data tabulated by year of occurrence","Provisional figure","2018","7605",""
"Switzerland","2018","Total","September","Data tabulated by year of occurrence","Provisional figure","2018","7241",""
"Switzerland","2018","Total","October","Data tabulated by year of occurrence","Provisional figure","2019","7007",""
"Switzerland","2018","Total","November","Data tabulated by year of occurrence","Provisional figure","2019","6604",""
"Switzerland","2018","Total","December","Data tabulated by year of occurrence","Provisional figure","2019","6485",""
"Switzerland","2017","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2019","87381",""
"Switzerland","2017","Total","January","Data tabulated by year of occurrence","Final figure, complete","2019","7078",""
"Switzerland","2017","Total","February","Data tabulated by year of occurrence","Final figure, complete","2019","6610",""
"Switzerland","2017","Total","March","Data tabulated by year of occurrence","Final figure, complete","2019","7184",""
"Switzerland","2017","Total","April","Data tabulated by year of occurrence","Final figure, complete","2019","7059",""
"Switzerland","2017","Total","May","Data tabulated by year of occurrence","Final figure, complete","2019","7604",""
"Switzerland","2017","Total","June","Data tabulated by year of occurrence","Final figure, complete","2019","7369",""
"Switzerland","2017","Total","July","Data tabulated by year of occurrence","Final figure, complete","2019","7802",""
"Switzerland","2017","Total","August","Data tabulated by year of occurrence","Final figure, complete","2019","7659",""
"Switzerland","2017","Total","September","Data tabulated by year of occurrence","Final figure, complete","2019","7508",""
"Switzerland","2017","Total","October","Data tabulated by year of occurrence","Final figure, complete","2019","7447",""
"Switzerland","2017","Total","November","Data tabulated by year of occurrence","Final figure, complete","2019","7001",""
"Switzerland","2017","Total","December","Data tabulated by year of occurrence","Final figure, complete","2019","7060",""
"Switzerland","2016","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2018","87883",""
"Switzerland","2016","Total","January","Data tabulated by year of occurrence","Final figure, complete","2018","7193",""
"Switzerland","2016","Total","February","Data tabulated by year of occurrence","Final figure, complete","2018","6791",""
"Switzerland","2016","Total","March","Data tabulated by year of occurrence","Final figure, complete","2018","7361",""
"Switzerland","2016","Total","April","Data tabulated by year of occurrence","Final figure, complete","2018","6830",""
"Switzerland","2016","Total","May","Data tabulated by year of occurrence","Final figure, complete","2018","7490",""
"Switzerland","2016","Total","June","Data tabulated by year of occurrence","Final figure, complete","2018","7489",""
"Switzerland","2016","Total","July","Data tabulated by year of occurrence","Final figure, complete","2018","7981",""
"Switzerland","2016","Total","August","Data tabulated by year of occurrence","Final figure, complete","2018","7749",""
"Switzerland","2016","Total","September","Data tabulated by year of occurrence","Final figure, complete","2018","7880",""
"Switzerland","2016","Total","October","Data tabulated by year of occurrence","Final figure, complete","2018","7354",""
"Switzerland","2016","Total","November","Data tabulated by year of occurrence","Final figure, complete","2018","6798",""
"Switzerland","2016","Total","December","Data tabulated by year of occurrence","Final figure, complete","2018","6967",""
"Switzerland","2015","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2017","86559",""
"Switzerland","2015","Total","January","Data tabulated by year of occurrence","Final figure, complete","2017","7169",""
"Switzerland","2015","Total","February","Data tabulated by year of occurrence","Final figure, complete","2017","6402",""
"Switzerland","2015","Total","March","Data tabulated by year of occurrence","Final figure, complete","2017","7153",""
"Switzerland","2015","Total","April","Data tabulated by year of occurrence","Final figure, complete","2017","6984",""
"Switzerland","2015","Total","May","Data tabulated by year of occurrence","Final figure, complete","2017","7358",""
"Switzerland","2015","Total","June","Data tabulated by year of occurrence","Final figure, complete","2017","7436",""
"Switzerland","2015","Total","July","Data tabulated by year of occurrence","Final figure, complete","2017","7596",""
"Switzerland","2015","Total","August","Data tabulated by year of occurrence","Final figure, complete","2017","7506",""
"Switzerland","2015","Total","September","Data tabulated by year of occurrence","Final figure, complete","2017","7826",""
"Switzerland","2015","Total","October","Data tabulated by year of occurrence","Final figure, complete","2017","7298",""
"Switzerland","2015","Total","November","Data tabulated by year of occurrence","Final figure, complete","2017","6860",""
"Switzerland","2015","Total","December","Data tabulated by year of occurrence","Final figure, complete","2017","6971",""
"Switzerland","2014","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2016","85287",""
"Switzerland","2014","Total","January","Data tabulated by year of occurrence","Final figure, complete","2016","7068",""
"Switzerland","2014","Total","February","Data tabulated by year of occurrence","Final figure, complete","2016","6404",""
"Switzerland","2014","Total","March","Data tabulated by year of occurrence","Final figure, complete","2016","6896",""
"Switzerland","2014","Total","April","Data tabulated by year of occurrence","Final figure, complete","2016","6902",""
"Switzerland","2014","Total","May","Data tabulated by year of occurrence","Final figure, complete","2016","7225",""
"Switzerland","2014","Total","June","Data tabulated by year of occurrence","Final figure, complete","2016","7153",""
"Switzerland","2014","Total","July","Data tabulated by year of occurrence","Final figure, complete","2016","7631",""
"Switzerland","2014","Total","August","Data tabulated by year of occurrence","Final figure, complete","2016","7382",""
"Switzerland","2014","Total","September","Data tabulated by year of occurrence","Final figure, complete","2016","7579",""
"Switzerland","2014","Total","October","Data tabulated by year of occurrence","Final figure, complete","2016","7373",""
"Switzerland","2014","Total","November","Data tabulated by year of occurrence","Final figure, complete","2016","6825",""
"Switzerland","2014","Total","December","Data tabulated by year of occurrence","Final figure, complete","2016","6849",""
"Switzerland","2013","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2015","82731",""
"Switzerland","2013","Total","January","Data tabulated by year of occurrence","Final figure, complete","2015","6721",""
"Switzerland","2013","Total","February","Data tabulated by year of occurrence","Final figure, complete","2015","6091",""
"Switzerland","2013","Total","March","Data tabulated by year of occurrence","Final figure, complete","2015","6813",""
"Switzerland","2013","Total","April","Data tabulated by year of occurrence","Final figure, complete","2015","6594",""
"Switzerland","2013","Total","May","Data tabulated by year of occurrence","Final figure, complete","2015","7088",""
"Switzerland","2013","Total","June","Data tabulated by year of occurrence","Final figure, complete","2015","6853",""
"Switzerland","2013","Total","July","Data tabulated by year of occurrence","Final figure, complete","2015","7587",""
"Switzerland","2013","Total","August","Data tabulated by year of occurrence","Final figure, complete","2015","7358",""
"Switzerland","2013","Total","September","Data tabulated by year of occurrence","Final figure, complete","2015","7256",""
"Switzerland","2013","Total","October","Data tabulated by year of occurrence","Final figure, complete","2015","7098",""
"Switzerland","2013","Total","November","Data tabulated by year of occurrence","Final figure, complete","2015","6476",""
"Switzerland","2013","Total","December","Data tabulated by year of occurrence","Final figure, complete","2015","6796",""
"Switzerland","2012","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2013","82164",""
"Switzerland","2012","Total","January","Data tabulated by year of occurrence","Final figure, complete","2013","6808",""
"Switzerland","2012","Total","February","Data tabulated by year of occurrence","Final figure, complete","2013","6413",""
"Switzerland","2012","Total","March","Data tabulated by year of occurrence","Final figure, complete","2013","6677",""
"Switzerland","2012","Total","April","Data tabulated by year of occurrence","Final figure, complete","2013","6518",""
"Switzerland","2012","Total","May","Data tabulated by year of occurrence","Final figure, complete","2013","6826",""
"Switzerland","2012","Total","June","Data tabulated by year of occurrence","Final figure, complete","2013","6811",""
"Switzerland","2012","Total","July","Data tabulated by year of occurrence","Final figure, complete","2013","7433",""
"Switzerland","2012","Total","August","Data tabulated by year of occurrence","Final figure, complete","2013","7278",""
"Switzerland","2012","Total","September","Data tabulated by year of occurrence","Final figure, complete","2013","7236",""
"Switzerland","2012","Total","October","Data tabulated by year of occurrence","Final figure, complete","2013","6993",""
"Switzerland","2012","Total","November","Data tabulated by year of occurrence","Final figure, complete","2013","6568",""
"Switzerland","2012","Total","December","Data tabulated by year of occurrence","Final figure, complete","2013","6603",""
"Switzerland","2012","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2013","0",""
"Switzerland","2011","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2012","80808",""
"Switzerland","2011","Total","January","Data tabulated by year of occurrence","Final figure, complete","2012","6646",""
"Switzerland","2011","Total","February","Data tabulated by year of occurrence","Final figure, complete","2012","6131",""
"Switzerland","2011","Total","March","Data tabulated by year of occurrence","Final figure, complete","2012","6603",""
"Switzerland","2011","Total","April","Data tabulated by year of occurrence","Final figure, complete","2012","6492",""
"Switzerland","2011","Total","May","Data tabulated by year of occurrence","Final figure, complete","2012","6987",""
"Switzerland","2011","Total","June","Data tabulated by year of occurrence","Final figure, complete","2012","6922",""
"Switzerland","2011","Total","July","Data tabulated by year of occurrence","Final figure, complete","2012","7341",""
"Switzerland","2011","Total","August","Data tabulated by year of occurrence","Final figure, complete","2012","6943",""
"Switzerland","2011","Total","September","Data tabulated by year of occurrence","Final figure, complete","2012","7070",""
"Switzerland","2011","Total","October","Data tabulated by year of occurrence","Final figure, complete","2012","6767",""
"Switzerland","2011","Total","November","Data tabulated by year of occurrence","Final figure, complete","2012","6500",""
"Switzerland","2011","Total","December","Data tabulated by year of occurrence","Final figure, complete","2012","6406",""
"Switzerland","2011","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2012","0",""
"Switzerland","2010","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2010","80290",""
"Switzerland","2010","Total","January","Data tabulated by year of occurrence","Final figure, complete","2010","6680",""
"Switzerland","2010","Total","February","Data tabulated by year of occurrence","Final figure, complete","2010","6095",""
"Switzerland","2010","Total","March","Data tabulated by year of occurrence","Final figure, complete","2010","6700",""
"Switzerland","2010","Total","April","Data tabulated by year of occurrence","Final figure, complete","2010","6379",""
"Switzerland","2010","Total","May","Data tabulated by year of occurrence","Final figure, complete","2010","6610",""
"Switzerland","2010","Total","June","Data tabulated by year of occurrence","Final figure, complete","2010","6744",""
"Switzerland","2010","Total","July","Data tabulated by year of occurrence","Final figure, complete","2010","6986",""
"Switzerland","2010","Total","August","Data tabulated by year of occurrence","Final figure, complete","2010","6843",""
"Switzerland","2010","Total","September","Data tabulated by year of occurrence","Final figure, complete","2010","7006",""
"Switzerland","2010","Total","October","Data tabulated by year of occurrence","Final figure, complete","2010","7106",""
"Switzerland","2010","Total","November","Data tabulated by year of occurrence","Final figure, complete","2010","6507",""
"Switzerland","2010","Total","December","Data tabulated by year of occurrence","Final figure, complete","2010","6634",""
"Switzerland","2010","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2010","0",""
"Tunisia","2018","Total","January","Data tabulated by year of occurrence","Provisional figure","2019","17402",""
"Tunisia","2018","Total","February","Data tabulated by year of occurrence","Provisional figure","2019","14269",""
"Tunisia","2018","Total","March","Data tabulated by year of occurrence","Provisional figure","2019","15319",""
"Tunisia","2018","Total","April","Data tabulated by year of occurrence","Provisional figure","2019","14971",""
"Tunisia","2018","Total","May","Data tabulated by year of occurrence","Provisional figure","2019","17382",""
"Tunisia","2018","Total","June","Data tabulated by year of occurrence","Provisional figure","2019","19134",""
"Tunisia","2018","Total","July","Data tabulated by year of occurrence","Provisional figure","2019","19196",""
"Tunisia","2018","Total","August","Data tabulated by year of occurrence","Provisional figure","2019","18329",""
"Tunisia","2018","Total","September","Data tabulated by year of occurrence","Provisional figure","2019","16228",""
"Tunisia","2018","Total","October","Data tabulated by year of occurrence","Provisional figure","2019","15736",""
"Tunisia","2017","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2019","203024",""
"Tunisia","2017","Total","January","Data tabulated by year of occurrence","Final figure, complete","2019","18103",""
"Tunisia","2017","Total","February","Data tabulated by year of occurrence","Final figure, complete","2019","14897",""
"Tunisia","2017","Total","March","Data tabulated by year of occurrence","Final figure, complete","2019","15648",""
"Tunisia","2017","Total","April","Data tabulated by year of occurrence","Final figure, complete","2019","14975",""
"Tunisia","2017","Total","May","Data tabulated by year of occurrence","Final figure, complete","2019","18493",""
"Tunisia","2017","Total","June","Data tabulated by year of occurrence","Final figure, complete","2019","18615",""
"Tunisia","2017","Total","July","Data tabulated by year of occurrence","Final figure, complete","2019","17497",""
"Tunisia","2017","Total","August","Data tabulated by year of occurrence","Final figure, complete","2019","19339",""
"Tunisia","2017","Total","September","Data tabulated by year of occurrence","Final figure, complete","2019","17017",""
"Tunisia","2017","Total","October","Data tabulated by year of occurrence","Final figure, complete","2019","16868",""
"Tunisia","2017","Total","November","Data tabulated by year of occurrence","Final figure, complete","2019","15808",""
"Tunisia","2017","Total","December","Data tabulated by year of occurrence","Final figure, complete","2019","15764",""
"Tunisia","2011","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2013","201120",""
"Tunisia","2011","Total","January","Data tabulated by year of occurrence","Final figure, complete","2013","16120",""
"Tunisia","2011","Total","February","Data tabulated by year of occurrence","Final figure, complete","2013","13498",""
"Tunisia","2011","Total","March","Data tabulated by year of occurrence","Final figure, complete","2013","15252",""
"Tunisia","2011","Total","April","Data tabulated by year of occurrence","Final figure, complete","2013","17781",""
"Tunisia","2011","Total","May","Data tabulated by year of occurrence","Final figure, complete","2013","19032",""
"Tunisia","2011","Total","June","Data tabulated by year of occurrence","Final figure, complete","2013","17821",""
